"Cidade","UF","Pais","Email","Tel","DTNASC","CPF","GUID","Latitude","Longitude","TIPOSANGUINEO","ID","Nome","Sexo"
"Ribeirão das Neves","MG","BR","BrunaSantosCorreia@rhyta.com","(31) 3988-3950","4/30/1949","694.595.053-09","4f95fb89-f3b9-4e37-a845-ef7b19ad0eb7","-19.738534","-43.988673","A+","510","Bruna S Correia","1"
"São Paulo","SP","BR","FelipeCostaCavalcanti@cuvox.de","(11) 7232-9947","7/21/1943","534.049.566-30","bb51500f-34c5-465c-9998-d5094ed5d0e3","-23.589933","-46.670485","B+","511","Felipe C Cavalcanti","2"
"Fortaleza","CE","BR","PedroCastroAraujo@dayrep.com","(85) 9311-9166","9/14/1988","448.168.304-05","fac93514-facd-44ef-8e69-21cdb3cb5f01","-3.788911","-38.560355","O+","512","Pedro C Araujo","2"
"Caruaru","PE","BR","MariaSantosBarros@teleworm.us","(81) 9529-4107","3/10/1970","569.118.401-63","b17518f5-8870-437f-8a48-76ac61e301eb","-8.215177","-36.050668","A+","513","Maria S Barros","1"
"Apucarana","PR","BR","RyanFernandesCosta@fleckens.hu","(43) 4448-3228","7/7/1995","886.138.824-80","bbefae4b-3451-41c1-a372-f90067a2770a","-23.550849","-51.478753","A+","514","Ryan F Costa","2"
"Petrópolis","RJ","BR","LuizGomesSouza@teleworm.us","(24) 7946-2431","8/22/1985","425.321.710-90","e2d5db0c-e149-4e9b-82eb-469487076b96","-22.454242","-43.095288","B+","515","Luiz G Souza","2"
"Vitória de Santo Antão","PE","BR","MelissaRochaPinto@superrito.com","(81) 9525-9854","4/16/1946","496.485.015-30","ddc1df58-eaf6-4292-b28d-59f9567c4aa5","-8.183559","-35.389552","B+","516","Melissa R Pinto","1"
"Ponta Grossa","PR","BR","FernandaCorreiaDias@cuvox.de","(42) 9933-4775","10/15/1951","536.214.952-07","e8e252e6-84f4-47b5-9af8-ff3578a98201","-25.066473","-50.163768","B+","517","Fernanda C Dias","1"
"Capão Bonito","SP","BR","IsabelaAraujoDias@jourrapide.com","(15) 4582-4657","12/15/1962","973.355.938-59","197ef8a8-57d8-4e56-a327-94e4ca581703","-24.091478","-48.335218","B+","518","Isabela A Dias","1"
"Betim","MG","BR","LarissaPereiraRocha@einrot.com","(31) 8101-6700","9/2/1955","148.627.822-13","690c315e-bf84-4d42-a172-f87feb39a786","-19.893737","-44.117677","A-","519","Larissa P Rocha","1"
"São Bernardo do Campo","SP","BR","KauaSilvaBarros@gustr.com","(11) 3269-8296","10/24/1982","942.475.680-19","7e26c7e9-a90f-4fff-a84b-154b19b86bea","-23.84934","-46.608354","O+","520","Kaua S Barros","2"
"Guarujá","SP","BR","TaniaPintoRocha@superrito.com","(13) 8675-7238","5/14/1957","142.616.692-34","4b9e7a80-6a61-4747-96bd-4146eea1f191","-23.866579","-46.317443","O+","521","Tânia P Rocha","1"
"Cambé","PR","BR","GiovannaAraujoFerreira@rhyta.com","(43) 5623-6255","8/26/1978","980.583.963-03","ce1d92e0-7664-4f5f-830a-9237c7b73ed3","-23.231156","-51.314628","B+","522","Giovanna A Ferreira","1"
"Campo Mourão","PR","BR","NicoleCardosoMartins@jourrapide.com","(44) 5843-9606","5/22/1967","593.488.173-61","8282162d-cb81-4499-ab6e-305bb23fb8e7","-24.213473","-52.322407","O+","523","Nicole C Martins","1"
"Jaú","SP","BR","MartimCostaSantos@armyspy.com","(17) 2958-4735","10/28/1988","663.218.860-50","9a965223-d032-42f1-a688-151b1c08d73f","-22.177256","-48.600995","A+","524","Martim C Santos","2"
"Vitória da Conquista","BA","BR","GabriellySousaCavalcanti@rhyta.com","(77) 3835-2389","10/29/1999","414.982.115-18","925cb5d6-c73d-4a88-89ca-8647b91ab57e","-15.181423","-40.882974","B+","525","Gabrielly S Cavalcanti","1"
"Linhares","ES","BR","KaueRodriguesFernandes@armyspy.com","(27) 7570-2841","2/24/1982","298.812.728-07","10bb35f0-6c90-4366-a596-3ba45a15f973","-19.365231","-40.210086","A+","526","Kauê R Fernandes","2"
"São Paulo","SP","BR","EmilyRodriguesBarros@jourrapide.com","(11) 3809-5258","12/8/1988","170.837.340-38","9885f02a-33cd-4688-825e-975d88e712fe","-23.632609","-46.647019","O-","527","Emily R Barros","1"
"Piracicaba","SP","BR","IsabelleCastroRocha@armyspy.com","(19) 5443-2912","10/31/1966","127.317.446-18","d9baa5c5-772c-4266-86f7-ea070defee38","-22.717054","-47.765944","O+","528","Isabelle C Rocha","1"
"Novo Hamburgo","RS","BR","IgorAlvesCunha@gustr.com","(51) 9525-3678","8/2/1946","219.777.218-00","a1d897a9-341f-4b2f-b653-346e96e991c7","-29.664162","-51.071591","A+","529","Igor A Cunha","2"
"São Paulo","SP","BR","BrendaBarrosAzevedo@fleckens.hu","(11) 5227-5504","12/7/1951","378.719.461-45","595dfcae-eb2f-405a-ae60-0bec07035875","-23.66404","-46.644557","O+","530","Brenda B Azevedo","1"
"Rio de Janeiro","RJ","BR","AgathaSousaLima@armyspy.com","(21) 4835-6692","6/18/1941","613.927.203-38","e39e1af1-d3b1-4112-8509-a39d57d580b3","-22.92702","-43.409888","O+","531","Ágatha S Lima","1"
"Belém","PA","BR","RaissaCunhaSantos@teleworm.us","(91) 2776-2201","11/6/1961","578.808.674-49","bf427261-36c2-4039-9b62-83f50046e25e","-1.351486","-48.382276","B+","532","Raissa C Santos","1"
"Feira de Santana","BA","BR","LucasAlvesGoncalves@fleckens.hu","(75) 8514-5283","10/20/1964","420.818.987-80","bd88cec2-388e-47d7-9df4-5a14306dc380","-12.314613","-39.096687","AB+","533","Lucas A Goncalves","2"
"São Paulo","SP","BR","LarissaCostaAzevedo@rhyta.com","(11) 7409-5015","6/13/1945","795.968.136-84","3beb7ad1-774b-477f-95f0-a5a9c15c0ea9","-23.571775","-46.68556","B+","534","Larissa C Azevedo","1"
"Campinas","SP","BR","JoaoCostaSousa@dayrep.com","(19) 6647-5216","11/19/1983","696.114.144-71","5399e875-c640-4ac0-9ca5-2c907fa4438b","-22.833619","-46.949289","B+","535","João C Sousa","2"
"Praia Grande","SP","BR","MelissaMeloAraujo@cuvox.de","(13) 5364-4366","6/14/1975","499.979.211-78","ebea457c-6353-4faa-a518-6dae98a353d9","-23.966047","-46.546393","A-","536","Melissa M Araujo","1"
"Feira de Santana","BA","BR","ManuelaMeloCarvalho@teleworm.us","(75) 8855-6906","6/3/1940","649.917.975-27","4a9f3ade-b457-4140-aeac-747887251456","-12.185081","-39.023491","O+","537","Manuela M Carvalho","1"
"Bauru","SP","BR","MateusPintoFerreira@einrot.com","(14) 9416-7272","7/10/1937","943.237.485-82","b5105250-2e44-4fd3-b925-9c908fc66e07","-22.167454","-49.208155","A+","538","Mateus P Ferreira","2"
"Embu","SP","BR","FelipeCardosoGomes@armyspy.com","(11) 9408-2684","6/15/1935","233.277.458-03","1dfd297b-8a7c-4d47-829f-099f07d47be0","-23.701037","-46.85637","A+","539","Felipe C Gomes","2"
"Itapira","SP","BR","AlexAraujoRibeiro@armyspy.com","(19) 7190-2148","1/15/1995","371.506.149-90","08b9f77d-f596-4c60-a02d-097ce411ba65","-22.500089","-46.789541","AB+","540","Alex A Ribeiro","2"
"Bragança Paulista","SP","BR","JoaoPintoSouza@superrito.com","(11) 6467-5248","10/31/1954","472.455.195-01","1d1336dd-4148-4688-9f5e-470035f71b82","-22.903677","-46.556934","A+","541","João P Souza","2"
"Joinville","SC","BR","LucasAzevedoCardoso@superrito.com","(47) 2587-2464","2/17/1964","406.604.259-71","2f485927-6a84-4ab8-b29d-5631f57ad907","-26.213354","-49.084666","O+","542","Lucas A Cardoso","2"
"Fortaleza","CE","BR","ViniciusRibeiroRocha@fleckens.hu","(85) 2577-8279","4/24/1951","855.792.028-81","5aae733a-8606-4888-bd1f-a56b49eecf11","-3.79452","-38.468737","AB+","543","Vinicius R Rocha","2"
"Itabuna","BA","BR","GuilhermeMeloDias@armyspy.com","(73) 3988-8741","12/26/1962","237.121.654-20","543335ed-233f-4ee9-85e3-ba9c06d2f8da","-14.942691","-39.331778","A+","544","Guilherme M Dias","2"
"Belo Horizonte","MG","BR","VitoriaCorreiaSousa@rhyta.com","(31) 8228-2912","4/4/2000","835.641.214-55","627a61f5-e88b-4d91-ad78-c9b72a55e77a","-19.827141","-44.008523","A+","545","Vitoria C Sousa","1"
"Ribeirão das Neves","MG","BR","NicolashBarrosPinto@jourrapide.com","(31) 3554-9680","5/25/1952","350.800.934-39","4b33621f-7833-4315-83c4-22fb237d4a18","-19.867262","-43.995507","O+","546","Nicolash B Pinto","2"
"Divinópolis","MG","BR","AlineCavalcantiCunha@jourrapide.com","(37) 9797-5731","3/10/1991","293.961.248-00","b3cb38c5-3dba-49a5-b5a2-8b62eb1ee38a","-20.201104","-44.986957","B+","547","Aline C Cunha","1"
"São Paulo","SP","BR","EstevanDiasCavalcanti@dayrep.com","(11) 3245-7961","1/7/1954","670.678.991-76","bed28ce9-1a8b-4eb4-97bd-0cd83f90bb03","-23.56774","-46.720017","O+","548","Estevan D Cavalcanti","2"
"Salvador","BA","BR","JosePintoAraujo@jourrapide.com","(71) 5101-2275","2/22/1971","626.023.916-54","56831823-abc2-456c-a9ad-021366eef793","-12.903248","-38.484595","AB+","549","José P Araujo","2"
"Maceió","AL","BR","DaviSouzaMelo@armyspy.com","(82) 9870-5381","1/17/1971","752.249.568-70","f81c5e32-4d8e-48fd-8449-25f1227bc72a","-9.537625","-35.61146","B+","550","Davi S Melo","2"
"São Paulo","SP","BR","BeatriceAzevedoPereira@superrito.com","(11) 3931-8891","11/28/1973","895.476.185-20","36f6dfc3-e541-4948-a07f-9c707a706682","-23.640644","-46.680804","AB+","551","Beatrice A Pereira","1"
"Itu","SP","BR","SofiaRibeiroSouza@einrot.com","(11) 4662-7325","11/14/1988","870.363.534-14","333e27a1-7522-4b8b-ae9e-e6ade527bbf4","-23.2797","-47.339697","A-","552","Sofia R Souza","1"
"Santa Maria","DF","BR","IsabellaBarbosaFerreira@cuvox.de","(61) 8326-5399","11/2/1965","489.076.251-58","82f6b4c7-f4d0-4b4e-910a-c8528806a545","-29.642043","-53.838488","O+","553","Isabella B Ferreira","1"
"Duque de Caxias","RJ","BR","TomasLimaGomes@dayrep.com","(21) 6496-9762","10/5/1958","641.372.260-67","eafc41d8-1d34-4e78-aa87-f7903562369a","-22.72135","-43.223869","O+","554","Tomás L Gomes","2"
"Rio Grande","RS","BR","AnnaPereiraRibeiro@fleckens.hu","(53) 4807-3406","10/25/1986","674.455.477-89","1a9ab404-d73e-4b3c-97c6-c10e559f197c","-32.155981","-52.425702","O+","555","Anna P Ribeiro","1"
"Aparecida de Goiânia","GO","BR","LuizRibeiroSantos@cuvox.de","(62) 3243-6585","10/7/1968","608.102.330-37","0eca7d78-2fef-4804-90f5-53bf17ae09ba","-16.777237","-49.221969","O-","556","Luiz R Santos","2"
"Jaboatão dos Guararapes","PE","BR","LuisCostaMelo@superrito.com","(81) 9882-5604","5/17/1966","771.235.185-60","5f12cffa-aa62-4cac-b23c-66d0a74d5fab","-8.154051","-34.989856","B+","557","Luis C Melo","2"
"Contagem","MG","BR","EmillySouzaCunha@einrot.com","(31) 2340-9427","7/6/1994","712.104.926-01","6c7925ee-e211-481b-b2f4-047cd6c35a1d","-19.944823","-44.037496","O+","558","Emilly S Cunha","1"
"Marília","SP","BR","DiogoSouzaOliveira@gustr.com","(14) 6490-5624","7/6/1964","246.897.247-33","1ad49d63-34c4-4e2a-bda8-a650defbefa5","-22.160768","-49.903675","A+","559","Diogo S Oliveira","2"
"Sapucaia do Sul","RS","BR","DouglasAlmeidaGomes@jourrapide.com","(51) 2329-7551","12/24/1983","345.249.903-05","d2871296-4473-4a12-a658-796ab5da51df","-29.862718","-51.128605","A+","560","Douglas A Gomes","2"
"Guarulhos","SP","BR","AlineRochaLima@gustr.com","(11) 9409-7232","1/12/1983","618.520.488-67","71618bb5-3b9c-44de-b86d-18ff111484a1","-23.395808","-46.464518","O+","561","Aline R Lima","1"
"Samambaia","DF","BR","ArthurSantosAzevedo@dayrep.com","(61) 3787-5943","9/16/1934","898.535.610-00","a8e198e2-fa25-4937-af37-f2371771fdfd","-23.089063","-47.493994","AB+","562","Arthur S Azevedo","2"
"Florianópolis","SC","BR","EvelynGomesDias@gustr.com","(48) 9615-8293","10/7/1993","976.057.924-33","674cc9fc-f7c8-4fb7-a8de-65c0920fc060","-27.621041","-48.467513","O+","563","Evelyn G Dias","1"
"Joinville","SC","BR","PedroMeloRodrigues@superrito.com","(47) 4118-9879","11/2/1966","912.932.098-48","0a856f94-42c6-445f-9768-d849c46f37c3","-26.278381","-48.904534","B+","564","Pedro M Rodrigues","2"
"Jundiaí","SP","BR","MiguelFerreiraBarros@superrito.com","(11) 7077-4179","7/4/2000","485.305.909-10","3a56b775-b892-4f6c-b221-d9d0e8e96e6e","-23.120932","-46.83801","A+","565","Miguel F Barros","2"
"Ourinhos","SP","BR","DiegoRodriguesPinto@armyspy.com","(14) 4365-4685","7/19/1948","889.643.752-03","156123d5-a401-42fe-b49c-64fd5badb77d","-23.018085","-49.852072","B+","566","Diego R Pinto","2"
"Belém","PA","BR","LaraCavalcantiRodrigues@cuvox.de","(91) 9458-8005","9/20/1935","198.645.392-80","c263484f-4808-4b6c-be8f-10f8e4ca3bd8","-1.402106","-48.402534","B+","567","Lara C Rodrigues","1"
"Salvador","BA","BR","DouglasCostaPereira@superrito.com","(71) 6536-8683","9/28/1978","918.753.091-01","bc4cc50e-66b5-470a-ae94-de098990127e","-12.819699","-38.434973","B+","568","Douglas C Pereira","2"
"Contagem","MG","BR","MuriloBarrosAlves@einrot.com","(31) 7166-6765","3/12/1953","610.917.232-49","fa49787b-2391-4d0e-a49a-8631444b5616","-19.867175","-44.099711","B+","569","Murilo B Alves","2"
"São Paulo","SP","BR","CarlosCastroBarros@superrito.com","(11) 2091-8466","12/4/1934","764.472.160-61","dfa7f248-5c40-41f8-a14d-fe0300efad49","-23.592501","-46.627988","O+","570","Carlos C Barros","2"
"Fortaleza","CE","BR","RyanBarbosaCavalcanti@einrot.com","(85) 5047-7227","5/12/1981","660.291.836-21","21bbfc4a-6d66-467e-82e5-b97c2cb92f45","-3.673446","-38.487714","A+","571","Ryan B Cavalcanti","2"
"São Paulo","SP","BR","ErickOliveiraCavalcanti@dayrep.com","(11) 6161-7576","2/26/1988","298.886.681-37","9e768108-4b57-48f8-8cbf-9226a3f554ad","-23.624622","-46.719909","O-","572","Erick O Cavalcanti","2"
"Pindamonhangaba","SP","BR","YasminSantosMartins@teleworm.us","(12) 8132-9819","2/22/1978","362.386.464-11","b2720f2e-1376-41a1-befe-594ad06aee7a","-22.973697","-45.395346","B+","573","Yasmin S Martins","1"
"Arapongas","PR","BR","LarissaSantosGomes@einrot.com","(43) 8535-3116","10/11/1956","945.451.235-89","dc915555-7d58-45ec-97a3-02d56da56c76","-23.398548","-51.446935","A+","574","Larissa S Gomes","1"
"Londrina","PR","BR","NicoleCarvalhoPinto@superrito.com","(43) 2853-4431","9/4/1981","348.340.291-82","83c266a1-2446-4071-8fda-4c709ec7ac2b","-23.624629","-51.12957","O+","575","Nicole C Pinto","1"
"Manaus","AM","BR","EstevanFerreiraRocha@armyspy.com","(92) 4534-4232","4/18/1934","503.998.235-65","97962aaa-623d-479a-8481-f15c8f1d1e02","-2.654732","-60.204325","O-","576","Estevan F Rocha","2"
"Curitiba","PR","BR","ArthurRochaBarros@dayrep.com","(41) 7770-7886","1/30/1942","180.231.560-80","0d1e3e0a-ca66-481d-9189-410d4b9a75de","-25.594832","-49.345279","B+","577","Arthur R Barros","2"
"João Pessoa","PB","BR","LiviaBarrosPereira@cuvox.de","(83) 4742-5091","12/23/1946","403.065.640-41","58aa4072-83a0-423f-ab1e-770f5b6e0e39","-7.118817","-34.864532","O+","578","Livia B Pereira","1"
"Araguaína","TO","BR","VitorGomesSantos@gustr.com","(63) 9574-2258","9/25/1982","784.777.030-00","32173300-ceee-4050-a5bc-529904525732","-7.316538","-48.522711","A-","579","Vitór G Santos","2"
"São Paulo","SP","BR","EduardoDiasSilva@teleworm.us","(11) 6618-8505","10/1/1964","348.095.438-38","e4c66559-7632-44fb-a864-b879fb3c2bcf","-23.677851","-46.613201","O+","580","Eduardo D Silva","2"
"Itajubá","MG","BR","MiguelCastroSouza@rhyta.com","(35) 7584-4223","1/20/1988","103.791.441-40","32f49a82-307b-430e-b798-ca1d17a49ed9","-22.421512","-45.458538","O+","581","Miguel C Souza","2"
"Manaus","AM","BR","JoaoAraujoDias@gustr.com","(92) 3143-9301","1/4/1943","564.515.754-02","2b346df9-5ec2-480b-80b3-24dc246bc063","-2.573271","-60.189085","B+","582","Joao A Dias","2"
"São Paulo","SP","BR","LaviniaCardosoMartins@armyspy.com","(11) 6148-3176","8/14/1980","340.792.878-52","4b046c88-eb6a-41db-a20e-16b540d29cb8","-23.593966","-46.639456","O+","583","Lavinia C Martins","1"
"Recife","PE","BR","LaviniaDiasFernandes@teleworm.us","(81) 5102-6580","6/24/1966","677.850.118-93","d718d3d3-a242-4b7e-a4c8-b78719393d4c","-8.069811","-34.932775","B+","584","Lavinia D Fernandes","1"
"São Bernardo do Campo","SP","BR","DanielSouzaRodrigues@rhyta.com","(11) 2851-2201","1/7/1998","503.086.675-22","070b8d8d-c78b-4a06-a81d-fdac4e8ef4f6","-23.87435","-46.628565","B+","585","Daniel S Rodrigues","2"
"Porto Alegre","RS","BR","EmilyLimaAlmeida@jourrapide.com","(51) 8969-6081","1/14/1961","796.837.422-70","b6507197-b63f-48f7-b788-767b7a93c240","-30.097271","-51.233325","O-","586","Emily L Almeida","1"
"Olinda","PE","BR","LuizaDiasSouza@cuvox.de","(81) 2817-9829","11/6/1988","486.926.274-61","85433d8f-0c6c-4422-8179-66868537b0a3","-8.095384","-34.837326","A+","587","Luiza D Souza","1"
"Viamão","RS","BR","RaissaPintoGomes@teleworm.us","(51) 2883-8835","1/7/1952","420.954.726-32","27ccb92a-936c-41c9-a888-dced7f021156","-30.281529","-50.881301","AB+","588","Raissa P Gomes","1"
"Criciúma","SC","BR","KaueAzevedoAlves@cuvox.de","(48) 6478-7870","6/27/1949","180.174.356-81","50e2cd63-67e0-4069-84e5-0711fc04a222","-28.726341","-49.404551","O+","589","Kauê A Alves","2"
"São Paulo","SP","BR","DaniloFernandesAzevedo@superrito.com","(11) 7153-9339","5/4/1989","445.733.245-34","7a23a0e5-526e-4a07-9eff-502cbc9bab53","-23.580407","-46.656495","B+","590","Danilo F Azevedo","2"
"Manaus","AM","BR","ArthurMeloAlmeida@jourrapide.com","(92) 5228-2787","6/21/1984","419.539.050-80","cac63d05-01a1-412f-af7b-38be5a9e66bd","-2.751482","-60.047486","B+","591","Arthur M Almeida","2"
"São Paulo","SP","BR","MatildeSousaGomes@rhyta.com","(11) 6007-6455","12/23/1971","822.299.471-92","53dfec63-9e7e-4d94-9e72-ddc42cd27d0b","-23.713508","-46.623388","O+","592","Matilde S Gomes","1"
"Uberlândia","MG","BR","IsabellaSilvaGomes@superrito.com","(34) 2781-3844","8/17/1995","431.545.220-34","4c1714c4-c096-438b-b322-853fe54ab6a2","-19.006309","-48.379482","B+","593","Isabella S Gomes","1"
"Ponta Grossa","PR","BR","IsabelleBarbosaMartins@fleckens.hu","(42) 3834-3350","1/24/1955","191.665.161-53","98b378fa-0e40-4c2e-bb84-5e8a1cfa4937","-25.070576","-49.974561","B+","594","Isabelle B Martins","1"
"Jundiaí","SP","BR","BrunaSouzaMelo@gustr.com","(11) 3125-5901","7/7/1976","322.284.339-26","ef6f88c0-9839-44d0-a7ff-778c5b256607","-23.258475","-46.864544","A+","595","Bruna S Melo","1"
"Campo Grande","MS","BR","TiagoSilvaSouza@dayrep.com","(67) 7983-6051","3/10/1958","655.514.485-84","ef796033-5c01-4f71-a29b-5b258e13fb35","-20.966665","-54.12226","O+","596","Tiago S Souza","2"
"Cruzeiro","DF","BR","AnaCastroCarvalho@armyspy.com","(61) 3010-8527","9/4/1984","838.439.627-23","10bef955-5f29-4636-b6c6-545d690c0dfe","-25.597898","-49.319845","A-","597","Ana C Carvalho","1"
"Sapucaia do Sul","RS","BR","RebecaRodriguesPinto@einrot.com","(51) 7136-7746","2/1/1975","498.450.708-09","6041ac60-dbf3-4836-958d-954bfcf31f3b","-29.778572","-51.072907","A+","598","Rebeca R Pinto","1"
"Mogi-Guaçu","SP","BR","CarlaSouzaCorreia@einrot.com","(16) 9143-3480","11/10/1972","953.362.811-15","a408d389-2a0d-4f8a-93af-06467001f9e1","-22.383905","-46.875254","A+","599","Carla S Correia","1"
"Juiz de Fora","MG","BR","TomasSilvaPinto@einrot.com","(32) 7322-5637","7/26/1939","271.834.971-94","5568f82f-d9b5-41ea-8253-db61f8d78f9f","-21.708099","-43.500656","B+","600","Tomás S Pinto","2"
"Arcoverde","PE","BR","JoaoAlmeidaGomes@einrot.com","(87) 4160-9340","11/9/1956","697.179.867-89","e349f966-0fc8-48cb-b218-059d27f4c1b0","-8.297049","-37.031982","O+","601","Joao A Gomes","2"
"Ananindeua","PA","BR","NicolashCorreiaBarbosa@superrito.com","(91) 5541-5009","12/7/1995","313.251.412-83","7073f7eb-94da-494e-a10a-7ce96b282aff","-1.298408","-48.445447","O+","602","Nicolash C Barbosa","2"
"Aparecida de Goiânia","GO","BR","YasminPintoAzevedo@teleworm.us","(62) 2359-3159","9/23/1984","376.280.951-86","698c243d-9055-4bcc-98d1-b155f5d06b57","-16.832597","-49.314464","O+","603","Yasmin P Azevedo","1"
"São Paulo","SP","BR","MarianaFerreiraCavalcanti@jourrapide.com","(11) 8446-7394","6/16/1981","610.634.230-07","aa0f8110-cabf-4b35-8e7f-c6b3d2a5185d","-23.630092","-46.72411","O+","604","Mariana F Cavalcanti","1"
"São José do Rio Preto","SP","BR","IgorCunhaMartins@gustr.com","(17) 2283-4891","6/2/1971","199.568.176-86","d8c46ca6-c188-42d3-8bfe-463ec0a87039","-20.763511","-49.341783","O+","605","Igor C Martins","2"
"Araçatuba","SP","BR","KauanCavalcantiPereira@gustr.com","(18) 6628-4496","11/2/1941","209.391.610-01","1a0dae15-3e39-4eec-86aa-9d468fc0898a","-21.183335","-50.478076","B+","606","Kauan C Pereira","2"
"Pato Branco","PR","BR","TomasCostaPinto@superrito.com","(46) 3440-6271","4/5/1940","199.846.747-38","69627cbb-0b14-477d-a12d-5dddc3f18cfe","-26.254316","-52.602288","B+","607","Tomás C Pinto","2"
"Cabo Frio","RJ","BR","CarlosBarrosSousa@gustr.com","(22) 8352-2139","1/30/1947","724.041.912-68","df3a13d6-2586-4d63-9fdb-fc83ca3c28ac","-22.625531","-42.019273","AB+","608","Carlos B Sousa","2"
"Jaboatão dos Guararapes","PE","BR","TiagoPintoSantos@cuvox.de","(81) 8272-7228","3/2/1979","930.598.029-55","84a040cd-5f45-47f8-aff4-87293ce2699f","-8.226195","-35.054023","AB+","609","Tiago P Santos","2"
"Governador Valadares","MG","BR","AlexSousaMelo@superrito.com","(33) 4826-2309","2/14/1982","942.871.591-36","82baabe3-a7d1-48fd-947c-276fcce4129e","-18.872915","-42.062235","O-","610","Alex S Melo","2"
"Itaquaquecetuba","SP","BR","MatildeSousaAzevedo@superrito.com","(11) 6523-3267","10/20/2000","210.012.019-06","4ea4bee3-d165-4a37-a1bb-ad966b4f994a","-23.478124","-46.301754","O+","611","Matilde S Azevedo","1"
"Marília","SP","BR","DaniloFerreiraOliveira@jourrapide.com","(14) 8205-8147","12/20/1965","409.335.074-45","087e32b9-60bc-4804-bf4e-386323fe2051","-22.212788","-50.028802","O+","612","Danilo F Oliveira","2"
"São Sebastião","DF","BR","AntonioBarbosaFerreira@superrito.com","(61) 5376-5429","10/6/1982","121.292.863-64","e80c802b-bc91-49a5-ac58-7c63b8eee011","-28.305273","-49.094222","B-","613","Antônio B Ferreira","2"
"Taguatinga","DF","BR","ClaraCarvalhoSilva@rhyta.com","(61) 2748-2956","12/27/1994","796.235.900-59","8703c9fb-7798-49d8-8ffe-311be87723ba","-12.484631","-46.307263","O+","614","Clara C Silva","1"
